text,sentiment,cleaned_text,label
Verre good,2,verre good,1
Exellent,2,exellent,1
It is very good for meee,2,it is very good for meee,1
"very good u can call, voice and video",2,very good u can call voice and video,1
very very nice service,2,very very nice service,1
this first time I comment,2,this first time i comment,1
nice,2,nice,1
good App,2,good app,1
excellent 👌👌,2,excellent,1
nice,2,nice,1
very nice,2,very nice,1
Very nice,2,very nice,1
Very good,2,very good,1
good 💯,2,good,1
nice 👍👍👍👍👍👍👍,2,nice,1
thank,2,thank,1
great 👍,2,great,1
good,2,good,1
Pilimilose,2,pilimilose,1
good,2,good,1
When it comes with communicate with people around you or far away from you try Facebook App. Is easy to communicate with people.,2,when it comes with communicate with people around you or far away from you try facebook app is easy to communicate with people,1
Khub sundor lagche facebook family 🥰😘,2,khub sundor lagche facebook family,1
So far so fun. New to game so not sure of all the options yet,2,so far so fun new to game so not sure of all the options yet,1
Very nice,2,very nice,1
ditto to all my children,2,ditto to all my children,1
Thanks for 1 million followers 😍🤑✅,2,thanks for 1 million followers,1
good,2,good,1
Great,2,great,1
wonderful,2,wonderful,1
nice 👍👍👍,2,nice,1
nice,2,nice,1
I'm happy😊,2,im happy,1
this is amazing platform,2,this is amazing platform,1
it's great,2,its great,1
cool 😎,2,cool,1
very nice,2,very nice,1
Good,2,good,1
Hed sing reron9,2,hed sing reron9,1
R r have were in tttgrE Yyy. Hhyhhhhhhhh. Rr rr ere e y rrrr reHhyhhhhhhh try to. Rrrrrr er rrty. Ggh rr rrrrr yh,2,r r have were in tttgre yyy hhyhhhhhhhh rr rr ere e y rrrr rehhyhhhhhhh try to rrrrrr er rrty ggh rr rrrrr yh,1
Good,2,good,1
best,2,best,1
it is a wonderful app that I have been using it really a good app and I love it,2,it is a wonderful app that i have been using it really a good app and i love it,1
Brilliant app 👏,2,brilliant app,1
good,2,good,1
Best,2,best,1
good,2,good,1
Goolie psa,2,goolie psa,1
good 👍,2,good,1
Safe and secured,2,safe and secured,1
nice,2,nice,1
Jyotish yadav 😎🫶❤️,2,jyotish yadav,1
All gd,2,all gd,1
good 👍🏾 app,2,good app,1
cool and good life,2,cool and good life,1
Nice,2,nice,1
thank you,2,thank you,1
nice,2,nice,1
Thank you,2,thank you,1
super 👍 and good,2,super and good,1
"very motivational, enjoy full app",2,very motivational enjoy full app,1
hii baby my love 💓 you can see my live show now,2,hii baby my love you can see my live show now,1
Maraming salamat,2,maraming salamat,1
okay,2,okay,1
good,2,good,1
its a good app nothing to blame on it,2,its a good app nothing to blame on it,1
please viral my Facebook account I am very hard work,2,please viral my facebook account i am very hard work,1
Good and perfect,2,good and perfect,1
I think it is a great app to have.,2,i think it is a great app to have,1
আমার ফেসবুকে ভিডিও অবশন চালো করে দেন,2,আমর ফসবক ভডও অবশন চল কর দন,1
love it,2,love it,1
good app,2,good app,1
Love that baby girl.,2,love that baby girl,1
Good 👍,2,good,1
good,2,good,1
Marlon baby😘,2,marlon baby,1
Kill. . Z. Last 12,2,kill z last 12,1
This are the apps that can only use to clone Facebook through android and those stupid schoolgish has no respect with the privacy account owner.,2,this are the apps that can only use to clone facebook through android and those stupid schoolgish has no respect with the privacy account owner,1
I like it,2,i like it,1
Will ha ve alot of fun,2,will ha ve alot of fun,1
Good,2,good,1
Excellent,2,excellent,1
good,2,good,1
good,2,good,1
GOOD MORNING,2,good morning,1
Okay,2,okay,1
I like it so much,2,i like it so much,1
Sk naved Raza,2,sk naved raza,1
Facebook is the best platform in this apps.,2,facebook is the best platform in this apps,1
i like it,2,i like it,1
good,2,good,1
Very helpful,2,very helpful,1
good,2,good,1
nice,2,nice,1
Imran babar imrannawaab09,2,imran babar imrannawaab09,1
Assume,2,assume,1
small,2,small,1
Love this app,2,love this app,1
Happy Birthday Tin🎂,2,happy birthday tin,1
good,2,good,1
Emon Ahmed,2,emon ahmed,1
I cannot open,2,i cannot open,1
nice platform,2,nice platform,1
kindly good,2,kindly good,1
The sweetest name I know.,2,the sweetest name i know,1
The app is superb,2,the app is superb,1
Student,2,student,1
Thiny,2,thiny,1
great to post my songs but mack keeps removing me link saying I'm gaining followers illegally it's not fair I'm and artist how I'm I gaining not bad,2,great to post my songs but mack keeps removing me link saying im gaining followers illegally its not fair im and artist how im i gaining not bad,1
Super,2,super,1
good,2,good,1
Nice,2,nice,1
Dilnawaj is hivifuv is the future and the future and,2,dilnawaj is hivifuv is the future and the future and,1
GOOD FOR ALL OF YOU ; I LIKE THAT YOU ARE ALL PULLING THIS TOGETHER FOR EACH OTHER.,2,good for all of you i like that you are all pulling this together for each other,1
it's usefull app specifically mix race,2,its usefull app specifically mix race,1
Must 👍,2,must,1
supar,2,supar,1
Perfect 👌,2,perfect,1
Alha kd,2,alha kd,1
excellent,2,excellent,1
love the app,2,love the app,1
it's very amazing 🤩,2,its very amazing,1
nice,2,nice,1
it block,2,it block,1
This app is very nice,2,this app is very nice,1
Very good,2,very good,1
Very good performance,2,very good performance,1
good,2,good,1
very good 👍,2,very good,1
This is best app 👍❤️ @facebook,2,this is best app facebook,1
Excellent,2,excellent,1
অসাধারণ,2,অসধরণ,1
ഗുഡ് sarvice,2,ഗഡ sarvice,1
5 star app.,2,5 star app,1
very nice plat form,2,very nice plat form,1
all beater,2,all beater,1
Awesome app,2,awesome app,1
great app,2,great app,1
Facepook Ratethisapp,2,facepook ratethisapp,1
Nice Facebook apps,2,nice facebook apps,1
RM cool bp bp chocolatev bp pg,2,rm cool bp bp chocolatev bp pg,1
it's a nice app,2,its a nice app,1
Very interesting app,2,very interesting app,1
excellent,2,excellent,1
very so much for Facebook.it is a great app. and my favourite. so good Facebook love you all. thanks for Facebook app launch. please reply me. I expect to Facebook thank you to my,2,very so much for facebookit is a great app and my favourite so good facebook love you all thanks for facebook app launch please reply me i expect to facebook thank you to my,1
Nice,2,nice,1
it's a beautiful media to your heart feelings to others .I love it..but because I have shared so many post to which I don't now these are falls are true.i ofenly caught by it's organizers due to this that they have latest instruments and technology to check it that the arrived post to which o have some out siders of Facebook are rong.so please if you please blame about the post to exact person I will be very thankful full to you for this act of kindness not me to blame.,2,its a beautiful media to your heart feelings to others i love itbut because i have shared so many post to which i dont now these are falls are truei ofenly caught by its organizers due to this that they have latest instruments and technology to check it that the arrived post to which o have some out siders of facebook are rongso please if you please blame about the post to exact person i will be very thankful full to you for this act of kindness not me to blame,1
Nice,2,nice,1
good,2,good,1
nice,2,nice,1
"hey ☺️ Terrence, I'm apologizing to you from my adult (child), I ask for your forgiveness for I knew not what I was doing, and I know not what I'm doing now, and I don't know what I'm going to do in the Future (Fuchsia), and I know not what to do about it, I'm sorry. Angiii3",2,hey terrence im apologizing to you from my adult child i ask for your forgiveness for i knew not what i was doing and i know not what im doing now and i dont know what im going to do in the future fuchsia and i know not what to do about it im sorry angiii3,1
Super,2,super,1
I like it a lot,2,i like it a lot,1
very happy,2,very happy,1
best,2,best,1
very good 👍,2,very good,1
great job,2,great job,1
Good,2,good,1
Good,2,good,1
nice job,2,nice job,1
good👍,2,good,1
Naipenda sana hii app,2,naipenda sana hii app,1
support each other follow me follow you back,2,support each other follow me follow you back,1
good 👍,2,good,1
nice,2,nice,1
best version of Facebook,2,best version of facebook,1
good,2,good,1
excellent,2,excellent,1
good,2,good,1
Loved it ❤❤❤😜,2,loved it,1
Ankus,2,ankus,1
*****GOOD***** *****GOOD***** *****GOOD***** *****GOOD***** *****GOOD*****,2,good good good good good,1
Atuj,2,atuj,1
good,2,good,1
I don't personally care what others see.,2,i dont personally care what others see,1
Good,2,good,1
Very good,2,very good,1
nicr,2,nicr,1
good apps,2,good apps,1
Bagus tapi klo update MB nya jngn di tambah yah🙏🏻🙏🏻,2,bagus tapi klo update mb nya jngn di tambah yah,1
goods app motivated all the pepel,2,goods app motivated all the pepel,1
When I use (hide story from) it still appear...my hidden friends are able to ser it ...solve this please,2,when i use hide story from it still appearmy hidden friends are able to ser it solve this please,1
Great app,2,great app,1
Aap is very good 👍😊😘😘,2,aap is very good,1
আকাশী আকাশী,2,আকশ আকশ,1
Damashee shu nee,2,damashee shu nee,1
I want to grow my account,2,i want to grow my account,1
good,2,good,1
nice app,2,nice app,1
Good apes for My use,2,good apes for my use,1
happy birthday 🎈🎂 mahi beti,2,happy birthday mahi beti,1
my story not so all friends,2,my story not so all friends,1
general admission :3,2,general admission 3,1
"What we know,is not the final.",2,what we knowis not the final,1
ಕೃಷ್ಣ ಮೂರ್ತಿ,2,ಕಷಣ ಮರತ,1
عالیست,2,عالیست,1
Kundan.kumar,2,kundankumar,1
I like,2,i like,1
good,2,good,1
nice,2,nice,1
great app,2,great app,1
please For your Video,2,please for your video,1
Nice,2,nice,1
I love it ❤️ 😍,2,i love it,1
fantastic,2,fantastic,1
good brak faste,2,good brak faste,1
Well worth it!,2,well worth it,1
"This app(Facebook)is very good app For news,photos, videos and for everything",2,this appfacebookis very good app for newsphotos videos and for everything,1
nice,2,nice,1
good,2,good,1
good,2,good,1
Lawra app he ye,2,lawra app he ye,1
very good 👍,2,very good,1
thank you Facebook,2,thank you facebook,1
best 😊,2,best,1
Best app,2,best app,1
nice 👍,2,nice,1
good,2,good,1
On my Fon my Facebook acebook,2,on my fon my facebook acebook,1
malag,2,malag,1
good 👍,2,good,1
Good,2,good,1
Great,2,great,1
Hamza star,2,hamza star,1
good,2,good,1
excellent service,2,excellent service,1
Good,2,good,1
Better Life For Facebook Love it,2,better life for facebook love it,1
give me followers 😇,2,give me followers,1
very good up,2,very good up,1
good 👍,2,good,1
"Make some long reel ya video ,because we don't find it intersting in short reel and remove short video from facebook",2,make some long reel ya video because we dont find it intersting in short reel and remove short video from facebook,1
good,2,good,1
So good,2,so good,1
Its decent with intetesting articles photos jokes and people around the world,2,its decent with intetesting articles photos jokes and people around the world,1
very good app,2,very good app,1
Pijush Dad,2,pijush dad,1
It's cool,2,its cool,1
Very very nice👍,2,very very nice,1
There are times that I and the AI computer do not agree with something that I post that is true and documented but I still must post a half truth because of community guidelines a half truth is better than the truth but the app itself is great and second to none,2,there are times that i and the ai computer do not agree with something that i post that is true and documented but i still must post a half truth because of community guidelines a half truth is better than the truth but the app itself is great and second to none,1
good 😁,2,good,1
Very nice app,2,very nice app,1
تطبيق ممتاز,2,تطبيق ممتاز,1
